IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
172.65.204.239,4,4,0.00,21.06,0.00,N/A
104.27.90.100,4,4,0.00,21.06,0.00,N/A
104.27.16.66,4,4,0.00,21.06,0.00,N/A
172.67.98.58,4,4,0.00,21.06,0.00,N/A
104.25.12.65,4,4,0.00,21.06,0.00,N/A
104.21.92.224,4,4,0.00,21.08,0.00,N/A
172.67.101.233,4,4,0.00,21.09,0.00,N/A
172.64.184.65,4,4,0.00,21.11,0.00,N/A
104.25.226.145,4,4,0.00,21.11,0.00,N/A
172.65.54.16,4,4,0.00,21.11,0.00,N/A
104.16.8.137,4,4,0.00,21.11,0.00,N/A
172.67.226.69,4,4,0.00,21.13,0.00,N/A
172.66.47.214,4,4,0.00,21.15,0.00,N/A
172.65.49.8,4,4,0.00,21.15,0.00,N/A
104.27.94.189,4,4,0.00,21.16,0.00,N/A
104.25.146.179,4,4,0.00,21.17,0.00,N/A
172.67.80.94,4,4,0.00,21.17,0.00,N/A
172.67.228.20,4,4,0.00,21.17,0.00,N/A
172.64.41.228,4,4,0.00,21.18,0.00,N/A
104.25.39.160,4,4,0.00,21.18,0.00,N/A
172.67.232.20,4,4,0.00,21.19,0.00,N/A
104.25.97.70,4,4,0.00,21.23,0.00,N/A
172.65.80.0,4,4,0.00,21.23,0.00,N/A
172.66.154.8,4,4,0.00,21.24,0.00,N/A
172.65.63.161,4,4,0.00,21.24,0.00,N/A
162.159.19.64,4,4,0.00,21.24,0.00,N/A
172.67.246.172,4,4,0.00,21.24,0.00,N/A
162.159.213.228,4,4,0.00,21.26,0.00,N/A
172.67.148.56,4,4,0.00,21.26,0.00,N/A
172.67.145.152,4,4,0.00,21.27,0.00,N/A
104.25.183.116,4,4,0.00,21.27,0.00,N/A
104.25.135.1,4,4,0.00,21.28,0.00,N/A
104.25.110.228,4,4,0.00,21.29,0.00,N/A
172.67.113.182,4,4,0.00,21.33,0.00,N/A
104.27.82.88,4,4,0.00,21.34,0.00,N/A
104.27.70.109,4,4,0.00,21.35,0.00,N/A
104.27.66.48,4,4,0.00,21.36,0.00,N/A
172.66.45.47,4,4,0.00,21.37,0.00,N/A
172.65.190.110,4,4,0.00,21.38,0.00,N/A
104.25.14.158,4,4,0.00,21.38,0.00,N/A
172.65.251.149,4,4,0.00,21.39,0.00,N/A
104.24.190.80,4,4,0.00,21.40,0.00,N/A
104.27.24.58,4,4,0.00,21.48,0.00,N/A
172.67.136.161,4,4,0.00,21.50,0.00,N/A
104.25.57.206,4,4,0.00,21.51,0.00,N/A
172.65.160.180,4,4,0.00,21.51,0.00,N/A
172.67.90.21,4,4,0.00,21.51,0.00,N/A
104.25.8.72,4,4,0.00,21.51,0.00,N/A
104.24.133.166,4,4,0.00,21.51,0.00,N/A
172.67.234.119,4,4,0.00,21.53,0.00,N/A
162.159.251.81,4,4,0.00,21.53,0.00,N/A
172.66.145.103,4,4,0.00,21.55,0.00,N/A
104.25.118.56,4,4,0.00,21.56,0.00,N/A
104.24.236.243,4,4,0.00,21.57,0.00,N/A
104.25.229.171,4,4,0.00,21.58,0.00,N/A
104.27.72.201,4,4,0.00,21.58,0.00,N/A
172.67.121.217,4,4,0.00,21.59,0.00,N/A
172.67.208.251,4,4,0.00,21.59,0.00,N/A
172.67.215.165,4,4,0.00,21.66,0.00,N/A
104.21.218.188,4,4,0.00,21.67,0.00,N/A
104.27.65.244,4,4,0.00,21.68,0.00,N/A
172.66.149.24,4,4,0.00,21.68,0.00,N/A
104.25.212.93,4,4,0.00,21.71,0.00,N/A
104.21.50.97,4,4,0.00,21.73,0.00,N/A
104.27.202.142,4,4,0.00,21.73,0.00,N/A
104.21.198.64,4,4,0.00,21.74,0.00,N/A
162.159.195.26,4,4,0.00,21.75,0.00,N/A
104.25.221.244,4,4,0.00,21.76,0.00,N/A
162.159.135.117,4,4,0.00,21.76,0.00,N/A
172.67.142.235,4,4,0.00,21.77,0.00,N/A
172.67.71.195,4,4,0.00,21.77,0.00,N/A
104.25.240.4,4,4,0.00,21.77,0.00,N/A
172.67.167.176,4,4,0.00,21.79,0.00,N/A
172.65.197.65,4,4,0.00,21.80,0.00,N/A
172.66.147.72,4,4,0.00,21.82,0.00,N/A
172.65.32.131,4,4,0.00,21.82,0.00,N/A
162.159.131.173,4,4,0.00,21.84,0.00,N/A
172.67.132.117,4,4,0.00,21.84,0.00,N/A
172.67.245.65,4,4,0.00,21.85,0.00,N/A
104.25.40.116,4,4,0.00,21.85,0.00,N/A
104.27.206.226,4,4,0.00,21.87,0.00,N/A
172.65.240.61,4,4,0.00,21.89,0.00,N/A
172.67.210.182,4,4,0.00,21.90,0.00,N/A
172.64.230.21,4,4,0.00,21.93,0.00,N/A
172.67.231.74,4,4,0.00,21.93,0.00,N/A
104.25.227.115,4,4,0.00,21.93,0.00,N/A
104.21.201.143,4,4,0.00,21.94,0.00,N/A
172.67.188.81,4,4,0.00,21.95,0.00,N/A
104.25.6.27,4,4,0.00,21.95,0.00,N/A
172.67.78.226,4,4,0.00,21.96,0.00,N/A
172.67.178.121,4,4,0.00,21.96,0.00,N/A
104.27.40.221,4,4,0.00,21.96,0.00,N/A
104.21.10.104,4,4,0.00,21.98,0.00,N/A
104.27.46.52,4,4,0.00,21.99,0.00,N/A
162.159.235.242,4,4,0.00,21.99,0.00,N/A
104.21.104.24,4,4,0.00,22.00,0.00,N/A
172.67.235.108,4,4,0.00,22.00,0.00,N/A
172.65.48.39,4,4,0.00,22.03,0.00,N/A
104.25.241.49,4,4,0.00,22.05,0.00,N/A
172.67.174.21,4,4,0.00,22.05,0.00,N/A
172.67.82.192,4,4,0.00,22.06,0.00,N/A
104.27.35.192,4,4,0.00,22.06,0.00,N/A
172.67.196.183,4,4,0.00,22.08,0.00,N/A
104.27.42.198,4,4,0.00,22.09,0.00,N/A
104.25.111.91,4,4,0.00,22.11,0.00,N/A
104.21.100.15,4,4,0.00,22.13,0.00,N/A
162.159.237.148,4,4,0.00,22.15,0.00,N/A
104.21.202.43,4,4,0.00,22.16,0.00,N/A
172.67.169.120,4,4,0.00,22.18,0.00,N/A
104.27.126.25,4,4,0.00,22.18,0.00,N/A
104.25.16.22,4,4,0.00,22.19,0.00,N/A
172.67.161.177,4,4,0.00,22.20,0.00,N/A
104.21.87.170,4,4,0.00,22.21,0.00,N/A
172.67.249.40,4,4,0.00,22.21,0.00,N/A
104.25.33.175,4,4,0.00,22.22,0.00,N/A
104.25.63.170,4,4,0.00,22.22,0.00,N/A
172.67.77.209,4,4,0.00,22.24,0.00,N/A
104.25.216.191,4,4,0.00,22.25,0.00,N/A
172.67.233.179,4,4,0.00,22.26,0.00,N/A
172.67.141.123,4,4,0.00,22.26,0.00,N/A
162.159.2.12,4,4,0.00,22.27,0.00,N/A
104.17.9.76,4,4,0.00,22.28,0.00,N/A
172.64.188.91,4,4,0.00,22.28,0.00,N/A
172.67.69.202,4,4,0.00,22.29,0.00,N/A
172.67.122.66,4,4,0.00,22.29,0.00,N/A
104.21.94.147,4,4,0.00,22.29,0.00,N/A
172.65.234.204,4,4,0.00,22.29,0.00,N/A
172.67.181.145,4,4,0.00,22.30,0.00,N/A
172.67.143.176,4,4,0.00,22.30,0.00,N/A
104.21.90.92,4,4,0.00,22.31,0.00,N/A
104.26.1.133,4,4,0.00,22.32,0.00,N/A
104.16.157.80,4,4,0.00,22.32,0.00,N/A
172.67.65.105,4,4,0.00,22.33,0.00,N/A
104.24.193.222,4,4,0.00,22.33,0.00,N/A
104.16.201.118,4,4,0.00,22.35,0.00,N/A
104.27.43.242,4,4,0.00,22.35,0.00,N/A
104.25.89.233,4,4,0.00,22.36,0.00,N/A
104.25.106.198,4,4,0.00,22.37,0.00,N/A
104.16.121.81,4,4,0.00,22.38,0.00,N/A
172.65.56.253,4,4,0.00,22.38,0.00,N/A
104.25.11.251,4,4,0.00,22.38,0.00,N/A
104.25.228.116,4,4,0.00,22.42,0.00,N/A
104.27.18.53,4,4,0.00,22.42,0.00,N/A
172.67.205.232,4,4,0.00,22.44,0.00,N/A
172.67.176.226,4,4,0.00,22.45,0.00,N/A
172.67.177.92,4,4,0.00,22.46,0.00,N/A
104.17.5.83,4,4,0.00,22.47,0.00,N/A
104.25.23.0,4,4,0.00,22.48,0.00,N/A
104.16.15.54,4,4,0.00,22.48,0.00,N/A
104.26.5.91,4,4,0.00,22.49,0.00,N/A
172.67.117.125,4,4,0.00,22.52,0.00,N/A
172.66.155.127,4,4,0.00,22.53,0.00,N/A
104.27.127.182,4,4,0.00,22.54,0.00,N/A
172.67.72.154,4,4,0.00,22.54,0.00,N/A
104.25.108.61,4,4,0.00,22.55,0.00,N/A
104.25.153.44,4,4,0.00,22.55,0.00,N/A
172.64.228.134,4,4,0.00,22.57,0.00,N/A
172.67.238.147,4,4,0.00,22.58,0.00,N/A
172.67.88.189,4,4,0.00,22.58,0.00,N/A
162.159.61.185,4,4,0.00,22.58,0.00,N/A
104.25.223.42,4,4,0.00,22.58,0.00,N/A
104.25.70.23,4,4,0.00,22.59,0.00,N/A
104.25.163.183,4,4,0.00,22.60,0.00,N/A
172.67.103.187,4,4,0.00,22.60,0.00,N/A
172.65.178.158,4,4,0.00,22.60,0.00,N/A
104.21.52.171,4,4,0.00,22.60,0.00,N/A
104.17.69.210,4,4,0.00,22.61,0.00,N/A
172.67.151.3,4,4,0.00,22.61,0.00,N/A
104.17.4.236,4,4,0.00,22.62,0.00,N/A
104.21.8.150,4,4,0.00,22.62,0.00,N/A
104.26.2.214,4,4,0.00,22.63,0.00,N/A
104.25.100.216,4,4,0.00,22.64,0.00,N/A
104.21.209.13,4,4,0.00,22.65,0.00,N/A
104.21.54.240,4,4,0.00,22.66,0.00,N/A
104.21.123.184,4,4,0.00,22.66,0.00,N/A
104.27.68.172,4,4,0.00,22.67,0.00,N/A
104.27.37.129,4,4,0.00,22.69,0.00,N/A
104.25.38.96,4,4,0.00,22.70,0.00,N/A
172.65.254.203,4,4,0.00,22.71,0.00,N/A
104.25.250.6,4,4,0.00,22.72,0.00,N/A
172.67.230.137,4,4,0.00,22.72,0.00,N/A
104.16.10.243,4,4,0.00,22.72,0.00,N/A
172.67.241.248,4,4,0.00,22.73,0.00,N/A
104.27.41.213,4,4,0.00,22.76,0.00,N/A
104.21.57.89,4,4,0.00,22.78,0.00,N/A
104.27.125.205,4,4,0.00,22.81,0.00,N/A
162.159.26.121,4,4,0.00,22.81,0.00,N/A
104.21.49.154,4,4,0.00,22.81,0.00,N/A
172.66.174.138,4,4,0.00,22.82,0.00,N/A
104.25.149.184,4,4,0.00,22.84,0.00,N/A
172.67.195.210,4,4,0.00,22.87,0.00,N/A
104.25.220.77,4,4,0.00,22.87,0.00,N/A
162.159.241.221,4,4,0.00,22.88,0.00,N/A
172.64.148.73,4,4,0.00,22.89,0.00,N/A
104.24.188.184,4,4,0.00,22.89,0.00,N/A
104.27.78.150,4,4,0.00,22.89,0.00,N/A
172.67.242.244,4,4,0.00,22.92,0.00,N/A
104.21.36.142,4,4,0.00,22.92,0.00,N/A
172.67.206.94,4,4,0.00,22.94,0.00,N/A
104.16.12.16,4,4,0.00,22.97,0.00,N/A
172.65.42.189,4,4,0.00,23.00,0.00,N/A
104.25.102.161,4,4,0.00,23.01,0.00,N/A
104.25.238.172,4,4,0.00,23.01,0.00,N/A
172.65.226.70,4,4,0.00,23.02,0.00,N/A
104.25.144.176,4,4,0.00,23.03,0.00,N/A
162.159.128.174,4,4,0.00,23.05,0.00,N/A
172.67.153.22,4,4,0.00,23.05,0.00,N/A
108.162.193.103,4,4,0.00,23.05,0.00,N/A
104.21.33.90,4,4,0.00,23.06,0.00,N/A
104.21.192.69,4,4,0.00,23.06,0.00,N/A
172.66.192.22,4,4,0.00,23.08,0.00,N/A
162.159.151.39,4,4,0.00,23.08,0.00,N/A
172.64.150.230,4,4,0.00,23.08,0.00,N/A
172.67.203.36,4,4,0.00,23.09,0.00,N/A
172.65.62.3,4,4,0.00,23.09,0.00,N/A
104.25.235.31,4,4,0.00,23.09,0.00,N/A
104.25.252.96,4,4,0.00,23.12,0.00,N/A
172.65.205.10,4,4,0.00,23.12,0.00,N/A
104.26.8.47,4,4,0.00,23.12,0.00,N/A
172.65.172.228,4,4,0.00,23.14,0.00,N/A
104.25.120.166,4,4,0.00,23.15,0.00,N/A
104.21.77.79,4,4,0.00,23.15,0.00,N/A
104.17.42.185,4,4,0.00,23.15,0.00,N/A
104.25.84.165,4,4,0.00,23.16,0.00,N/A
172.67.183.170,4,4,0.00,23.16,0.00,N/A
104.21.73.27,4,4,0.00,23.16,0.00,N/A
104.25.112.129,4,4,0.00,23.17,0.00,N/A
104.27.74.162,4,4,0.00,23.17,0.00,N/A
172.67.224.198,4,4,0.00,23.17,0.00,N/A
172.64.49.230,4,4,0.00,23.17,0.00,N/A
104.25.225.194,4,4,0.00,23.18,0.00,N/A
172.67.197.200,4,4,0.00,23.19,0.00,N/A
104.25.125.73,4,4,0.00,23.19,0.00,N/A
172.67.237.231,4,4,0.00,23.19,0.00,N/A
104.21.194.82,4,4,0.00,23.21,0.00,N/A
172.64.43.249,4,4,0.00,23.21,0.00,N/A
104.21.97.33,4,4,0.00,23.23,0.00,N/A
104.21.16.90,4,4,0.00,23.25,0.00,N/A
172.67.149.216,4,4,0.00,23.26,0.00,N/A
104.21.55.108,4,4,0.00,23.26,0.00,N/A
104.25.214.115,4,4,0.00,23.28,0.00,N/A
104.21.199.178,4,4,0.00,23.29,0.00,N/A
162.159.35.18,4,4,0.00,23.30,0.00,N/A
104.21.34.172,4,4,0.00,23.31,0.00,N/A
162.159.199.86,4,4,0.00,23.31,0.00,N/A
104.21.118.105,4,4,0.00,23.32,0.00,N/A
162.159.134.38,4,4,0.00,23.32,0.00,N/A
172.66.173.194,4,4,0.00,23.33,0.00,N/A
172.64.35.115,4,4,0.00,23.35,0.00,N/A
104.16.54.54,4,4,0.00,23.35,0.00,N/A
172.66.157.13,4,4,0.00,23.35,0.00,N/A
172.66.164.139,4,4,0.00,23.36,0.00,N/A
104.21.105.76,4,4,0.00,23.37,0.00,N/A
172.66.158.155,4,4,0.00,23.39,0.00,N/A
172.67.209.83,4,4,0.00,23.40,0.00,N/A
172.66.42.25,4,4,0.00,23.42,0.00,N/A
162.159.143.27,4,4,0.00,23.42,0.00,N/A
172.64.81.137,4,4,0.00,23.43,0.00,N/A
104.26.3.248,4,4,0.00,23.44,0.00,N/A
162.159.212.148,4,4,0.00,23.44,0.00,N/A
104.21.24.115,4,4,0.00,23.45,0.00,N/A
104.16.83.141,4,4,0.00,23.46,0.00,N/A
104.25.213.162,4,4,0.00,23.46,0.00,N/A
162.159.139.179,4,4,0.00,23.46,0.00,N/A
104.27.38.198,4,4,0.00,23.47,0.00,N/A
104.25.122.17,4,4,0.00,23.48,0.00,N/A
104.21.82.130,4,4,0.00,23.49,0.00,N/A
104.16.84.204,4,4,0.00,23.49,0.00,N/A
172.64.153.5,4,4,0.00,23.50,0.00,N/A
104.25.65.73,4,4,0.00,23.50,0.00,N/A
104.27.85.105,4,4,0.00,23.50,0.00,N/A
108.162.194.241,4,4,0.00,23.51,0.00,N/A
172.65.184.149,4,4,0.00,23.51,0.00,N/A
104.21.222.193,4,4,0.00,23.52,0.00,N/A
104.25.28.238,4,4,0.00,23.54,0.00,N/A
172.65.40.85,4,4,0.00,23.55,0.00,N/A
172.67.102.22,4,4,0.00,23.56,0.00,N/A
172.64.154.195,4,4,0.00,23.56,0.00,N/A
104.27.102.232,4,4,0.00,23.57,0.00,N/A
172.66.199.183,4,4,0.00,23.57,0.00,N/A
104.16.98.70,4,4,0.00,23.58,0.00,N/A
162.159.4.179,4,4,0.00,23.59,0.00,N/A
104.25.19.179,4,4,0.00,23.60,0.00,N/A
172.67.123.179,4,4,0.00,23.61,0.00,N/A
104.27.56.59,4,4,0.00,23.62,0.00,N/A
104.21.18.173,4,4,0.00,23.62,0.00,N/A
104.16.203.241,4,4,0.00,23.62,0.00,N/A
104.25.74.74,4,4,0.00,23.63,0.00,N/A
104.27.32.155,4,4,0.00,23.65,0.00,N/A
162.159.49.10,4,4,0.00,23.65,0.00,N/A
104.21.0.127,4,4,0.00,23.65,0.00,N/A
104.21.20.170,4,4,0.00,23.67,0.00,N/A
104.25.251.222,4,4,0.00,23.68,0.00,N/A
172.67.75.220,4,4,0.00,23.68,0.00,N/A
104.25.47.66,4,4,0.00,23.69,0.00,N/A
104.24.195.135,4,4,0.00,23.70,0.00,N/A
172.66.175.145,4,4,0.00,23.70,0.00,N/A
104.27.26.222,4,4,0.00,23.70,0.00,N/A
104.27.89.220,4,4,0.00,23.71,0.00,N/A
172.67.85.120,4,4,0.00,23.72,0.00,N/A
162.159.12.71,4,4,0.00,23.73,0.00,N/A
104.17.44.239,4,4,0.00,23.74,0.00,N/A
162.159.15.15,4,4,0.00,23.75,0.00,N/A
104.24.30.166,4,4,0.00,23.76,0.00,N/A
104.25.35.42,4,4,0.00,23.78,0.00,N/A
104.25.236.117,4,4,0.00,23.78,0.00,N/A
104.21.103.120,4,4,0.00,23.79,0.00,N/A
172.67.184.219,4,4,0.00,23.80,0.00,N/A
172.66.156.106,4,4,0.00,23.84,0.00,N/A
104.25.234.64,4,4,0.00,23.84,0.00,N/A
104.24.28.152,4,4,0.00,23.86,0.00,N/A
104.25.181.100,4,4,0.00,23.86,0.00,N/A
172.64.69.35,4,4,0.00,23.86,0.00,N/A
172.67.166.172,4,4,0.00,23.88,0.00,N/A
172.67.227.48,4,4,0.00,23.88,0.00,N/A
104.21.205.243,4,4,0.00,23.89,0.00,N/A
104.25.132.16,4,4,0.00,23.89,0.00,N/A
172.65.222.142,4,4,0.00,23.89,0.00,N/A
172.64.86.220,4,4,0.00,23.90,0.00,N/A
104.16.94.231,4,4,0.00,23.90,0.00,N/A
172.65.39.174,4,4,0.00,23.91,0.00,N/A
172.67.229.6,4,4,0.00,23.91,0.00,N/A
172.64.155.76,4,4,0.00,23.93,0.00,N/A
162.159.36.206,4,4,0.00,23.93,0.00,N/A
104.21.196.189,4,4,0.00,23.96,0.00,N/A
172.66.172.210,4,4,0.00,23.98,0.00,N/A
104.25.91.145,4,4,0.00,23.98,0.00,N/A
172.64.52.113,4,4,0.00,23.98,0.00,N/A
104.21.14.10,4,4,0.00,24.00,0.00,N/A
104.27.51.100,4,4,0.00,24.01,0.00,N/A
172.65.236.172,4,4,0.00,24.01,0.00,N/A
104.25.52.240,4,4,0.00,24.02,0.00,N/A
104.16.221.49,4,4,0.00,24.03,0.00,N/A
162.159.146.32,4,4,0.00,24.04,0.00,N/A
162.159.147.102,4,4,0.00,24.04,0.00,N/A
172.64.98.18,4,4,0.00,24.04,0.00,N/A
172.64.185.153,4,4,0.00,24.06,0.00,N/A
104.27.58.228,4,4,0.00,24.06,0.00,N/A
172.67.126.133,4,4,0.00,24.06,0.00,N/A
104.21.89.23,4,4,0.00,24.06,0.00,N/A
162.159.10.45,4,4,0.00,24.08,0.00,N/A
162.159.34.148,4,4,0.00,24.08,0.00,N/A
172.67.79.80,4,4,0.00,24.09,0.00,N/A
104.21.208.10,4,4,0.00,24.09,0.00,N/A
104.25.94.0,4,4,0.00,24.11,0.00,N/A
172.67.107.84,4,4,0.00,24.11,0.00,N/A
104.25.230.183,4,4,0.00,24.11,0.00,N/A
104.27.12.178,4,4,0.00,24.12,0.00,N/A
104.21.210.190,4,4,0.00,24.12,0.00,N/A
108.162.195.250,4,4,0.00,24.12,0.00,N/A
172.67.251.78,4,4,0.00,24.13,0.00,N/A
104.27.59.249,4,4,0.00,24.14,0.00,N/A
104.27.25.94,4,4,0.00,24.15,0.00,N/A
104.16.44.81,4,4,0.00,24.16,0.00,N/A
104.16.110.253,4,4,0.00,24.16,0.00,N/A
172.64.89.44,4,4,0.00,24.16,0.00,N/A
104.21.200.17,4,4,0.00,24.17,0.00,N/A
104.27.55.204,4,4,0.00,24.18,0.00,N/A
104.27.119.50,4,4,0.00,24.20,0.00,N/A
104.21.23.107,4,4,0.00,24.20,0.00,N/A
104.21.225.2,4,4,0.00,24.20,0.00,N/A
104.21.2.43,4,4,0.00,24.22,0.00,N/A
104.25.138.81,4,4,0.00,24.22,0.00,N/A
172.66.213.150,4,4,0.00,24.23,0.00,N/A
104.21.206.24,4,4,0.00,24.23,0.00,N/A
172.67.187.143,4,4,0.00,24.24,0.00,N/A
104.16.219.8,4,4,0.00,24.24,0.00,N/A
172.66.207.241,4,4,0.00,24.25,0.00,N/A
104.16.50.175,4,4,0.00,24.25,0.00,N/A
104.25.36.15,4,4,0.00,24.25,0.00,N/A
172.64.187.67,4,4,0.00,24.25,0.00,N/A
162.159.14.122,4,4,0.00,24.25,0.00,N/A
104.21.75.208,4,4,0.00,24.25,0.00,N/A
104.27.101.218,4,4,0.00,24.27,0.00,N/A
172.64.234.94,4,4,0.00,24.28,0.00,N/A
104.16.55.134,4,4,0.00,24.28,0.00,N/A
172.67.155.155,4,4,0.00,24.29,0.00,N/A
104.16.161.56,4,4,0.00,24.30,0.00,N/A
104.25.0.228,4,4,0.00,24.31,0.00,N/A
172.67.193.105,4,4,0.00,24.31,0.00,N/A
162.159.22.123,4,4,0.00,24.33,0.00,N/A
104.21.99.185,4,4,0.00,24.35,0.00,N/A
104.25.137.207,4,4,0.00,24.37,0.00,N/A
172.67.157.172,4,4,0.00,24.38,0.00,N/A
104.17.98.125,4,4,0.00,24.38,0.00,N/A
172.67.192.121,4,4,0.00,24.38,0.00,N/A
172.66.198.220,4,4,0.00,24.39,0.00,N/A
104.17.17.19,4,4,0.00,24.39,0.00,N/A
162.159.3.196,4,4,0.00,24.40,0.00,N/A
104.16.133.220,4,4,0.00,24.41,0.00,N/A
172.65.211.172,4,4,0.00,24.42,0.00,N/A
104.21.207.138,4,4,0.00,24.43,0.00,N/A
104.27.4.197,4,4,0.00,24.45,0.00,N/A
104.25.224.190,4,4,0.00,24.45,0.00,N/A
162.159.243.59,4,4,0.00,24.47,0.00,N/A
162.159.94.204,4,4,0.00,24.47,0.00,N/A
104.27.57.176,4,4,0.00,24.48,0.00,N/A
104.25.231.163,4,4,0.00,24.50,0.00,N/A
104.25.25.110,4,4,0.00,24.50,0.00,N/A
104.21.204.204,4,4,0.00,24.52,0.00,N/A
104.27.83.20,4,4,0.00,24.52,0.00,N/A
162.159.62.36,4,4,0.00,24.52,0.00,N/A
104.21.197.220,4,4,0.00,24.55,0.00,N/A
172.67.243.223,4,4,0.00,24.55,0.00,N/A
104.21.212.228,4,4,0.00,24.56,0.00,N/A
104.24.254.113,4,4,0.00,24.56,0.00,N/A
104.27.113.107,4,4,0.00,24.56,0.00,N/A
172.67.76.52,4,4,0.00,24.57,0.00,N/A
172.67.212.189,4,4,0.00,24.58,0.00,N/A
104.27.36.198,4,4,0.00,24.61,0.00,N/A
104.21.228.193,4,4,0.00,24.62,0.00,N/A
172.64.145.227,4,4,0.00,24.63,0.00,N/A
172.67.67.19,4,4,0.00,24.63,0.00,N/A
162.159.90.54,4,4,0.00,24.64,0.00,N/A
172.65.212.168,4,4,0.00,24.65,0.00,N/A
172.67.147.213,4,4,0.00,24.67,0.00,N/A
104.27.204.104,4,4,0.00,24.67,0.00,N/A
162.159.6.250,4,4,0.00,24.67,0.00,N/A
172.67.190.56,4,4,0.00,24.68,0.00,N/A
172.67.127.134,4,4,0.00,24.69,0.00,N/A
172.67.225.177,4,4,0.00,24.70,0.00,N/A
104.27.106.235,4,4,0.00,24.70,0.00,N/A
104.16.22.178,4,4,0.00,24.71,0.00,N/A
104.27.110.209,4,4,0.00,24.72,0.00,N/A
172.64.67.71,4,4,0.00,24.73,0.00,N/A
172.67.194.203,4,4,0.00,24.74,0.00,N/A
172.66.208.219,4,4,0.00,24.75,0.00,N/A
104.25.3.155,4,4,0.00,24.77,0.00,N/A
104.27.71.86,4,4,0.00,24.77,0.00,N/A
104.16.119.239,4,4,0.00,24.80,0.00,N/A
104.17.64.123,4,4,0.00,24.81,0.00,N/A
162.159.253.241,4,4,0.00,24.82,0.00,N/A
172.64.42.249,4,4,0.00,24.82,0.00,N/A
104.27.80.9,4,4,0.00,24.83,0.00,N/A
104.25.159.151,4,4,0.00,24.85,0.00,N/A
104.16.85.114,4,4,0.00,24.86,0.00,N/A
162.159.138.179,4,4,0.00,24.86,0.00,N/A
162.159.197.163,4,4,0.00,24.89,0.00,N/A
162.159.149.215,4,4,0.00,24.90,0.00,N/A
172.67.236.40,4,4,0.00,24.91,0.00,N/A
104.25.75.63,4,4,0.00,24.91,0.00,N/A
162.159.155.134,4,4,0.00,24.92,0.00,N/A
172.67.138.251,4,4,0.00,24.93,0.00,N/A
104.25.103.229,4,4,0.00,24.94,0.00,N/A
172.67.199.190,4,4,0.00,24.94,0.00,N/A
172.64.229.16,4,4,0.00,24.94,0.00,N/A
104.27.194.132,4,4,0.00,24.94,0.00,N/A
104.16.108.13,4,4,0.00,24.96,0.00,N/A
172.67.156.235,4,4,0.00,24.97,0.00,N/A
172.66.205.150,4,4,0.00,24.98,0.00,N/A
162.159.41.177,4,4,0.00,24.98,0.00,N/A
104.17.84.5,4,4,0.00,25.01,0.00,N/A
104.21.195.46,4,4,0.00,25.02,0.00,N/A
162.159.234.154,4,4,0.00,25.02,0.00,N/A
104.27.21.9,4,4,0.00,25.02,0.00,N/A
162.159.95.21,4,4,0.00,25.04,0.00,N/A
104.25.29.33,4,4,0.00,25.05,0.00,N/A
172.67.73.227,4,4,0.00,25.07,0.00,N/A
172.66.177.108,4,4,0.00,25.07,0.00,N/A
104.16.87.91,4,4,0.00,25.08,0.00,N/A
104.17.56.57,4,4,0.00,25.09,0.00,N/A
172.66.209.174,4,4,0.00,25.10,0.00,N/A
162.159.230.224,4,4,0.00,25.10,0.00,N/A
104.16.114.154,4,4,0.00,25.13,0.00,N/A
172.66.163.66,4,4,0.00,25.14,0.00,N/A
104.16.187.245,4,4,0.00,25.14,0.00,N/A
104.25.115.49,4,4,0.00,25.15,0.00,N/A
162.159.246.69,4,4,0.00,25.15,0.00,N/A
172.64.147.54,4,4,0.00,25.15,0.00,N/A
104.27.1.149,4,4,0.00,25.16,0.00,N/A
104.25.30.9,4,4,0.00,25.16,0.00,N/A
172.67.81.57,4,4,0.00,25.17,0.00,N/A
162.159.16.24,4,4,0.00,25.22,0.00,N/A
104.25.208.210,4,4,0.00,25.23,0.00,N/A
162.159.247.38,4,4,0.00,25.25,0.00,N/A
172.67.198.214,4,4,0.00,25.25,0.00,N/A
104.16.236.18,4,4,0.00,25.25,0.00,N/A
104.27.64.145,4,4,0.00,25.26,0.00,N/A
172.67.204.43,4,4,0.00,25.27,0.00,N/A
172.67.255.119,4,4,0.00,25.28,0.00,N/A
162.159.18.92,4,4,0.00,25.29,0.00,N/A
104.16.5.248,4,4,0.00,25.33,0.00,N/A
172.67.68.39,4,4,0.00,25.33,0.00,N/A
162.159.193.122,4,4,0.00,25.33,0.00,N/A
172.67.87.83,4,4,0.00,25.33,0.00,N/A
172.67.70.53,4,4,0.00,25.33,0.00,N/A
172.67.219.57,4,4,0.00,25.35,0.00,N/A
104.16.116.194,4,4,0.00,25.35,0.00,N/A
104.27.121.95,4,4,0.00,25.35,0.00,N/A
104.25.53.8,4,4,0.00,25.37,0.00,N/A
162.159.25.44,4,4,0.00,25.40,0.00,N/A
172.67.202.183,4,4,0.00,25.43,0.00,N/A
104.16.181.111,4,4,0.00,25.44,0.00,N/A
162.159.142.240,4,4,0.00,25.44,0.00,N/A
172.67.221.118,4,4,0.00,25.45,0.00,N/A
104.25.162.68,4,4,0.00,25.45,0.00,N/A
172.66.215.232,4,4,0.00,25.47,0.00,N/A
172.67.222.196,4,4,0.00,25.48,0.00,N/A
